"","duration","gross_adjusted","budget_adjusted","gross","budget","cast_facebook_likes","reviews","Metascore","imdbRating","imdbVotes","OscarWon","OtherWin","OscarNom","OtherNom","oldness"
"1",83,14142117,42555556,11631245,3.5e+07,5022,176,26,4.3,16367,0,4,0,8,13
"2",102,29451448,51065177,28837115,5e+07,24107,376,34,4.7,53943,0,7,0,17,3
"3",102,87570655,87177413,80360866,8e+07,5392,305,30,5.2,49098,0,1,0,2,8
"4",88,86365946,26964263,75590286,23600000,28011,998,73,7.7,426786,0,9,0,28,10
"5",162,39077724,76858659,33048353,6.5e+07,36928,966,78,7.7,353948,0,2,0,67,12
"6",157,102193707,42704949,95720716,4e+07,2759,1198,95,7.4,235120,1,87,0,171,7
"7",101,35199809,81581157,28045540,6.5e+07,32232,338,67,6.1,76203,0,2,0,3,14
"8",101,35808613,27323725,31452765,2.4e+07,638,490,56,6.6,158735,0,2,0,4,11
"9",119,174037519,97747239,115731542,6.5e+07,17768,709,57,6.6,167217,0,5,0,7,21
"10",90,17459687,20565963,15281286,1.8e+07,16004,297,63,6.5,68302,0,1,0,0,10
"11",102,23491305,54376911,21557240,49900000,45202,482,31,5.5,90107,0,1,0,3,8
"12",107,92674514,26936264,44726644,1.3e+07,1747,170,50,6.8,46727,0,1,0,2,31
"13",106,429084300,13921623,86300000,2800000,2703,444,80,8,125997,0,11,2,5,45
"14",94,17762727,13076612,16300302,1.2e+07,10575,528,71,6.3,68995,0,3,0,31,8
"15",110,91925253,65657143,75604320,5.4e+07,847,331,46,5.6,72358,0,2,0,2,13
"16",98,3650918,24730528,3247816,2.2e+07,19310,331,51,6.3,39918,0,2,0,2,9
"17",93,2869608,4729764,2426851,4e+06,776,197,64,6.5,16721,0,1,0,3,12
"18",95,51990999,10380942,40066497,8e+06,1792,305,37,3.6,24298,0,1,0,5,15
"19",113,113870301,102463969,100018837,9e+07,13446,578,54,5.5,168657,0,2,0,0,11
"20",111,13067764,1708153,9180275,1200000,4288,353,85,7.7,24635,0,30,2,41,19
"21",105,28864799,22482298,25677801,2e+07,4813,227,28,5.8,44225,0,2,0,0,9
"22",80,112601542,89929193,100169068,8e+07,4394,243,35,4.6,17886,0,2,0,0,9
"23",104,111207783,79694198,97680195,7e+07,29505,433,46,6.8,293665,0,3,0,8,11
"24",100,49515160,68553210,43337279,6e+07,12258,373,34,4.9,81296,0,0,0,1,10
"25",101,32736528,109193241,26082914,8.7e+07,993,290,37,4.4,59902,0,0,0,1,14
"26",132,192395377,95377432,141204016,7e+07,14790,928,48,5.9,158266,0,4,0,14,17
"27",132,159540518,174354825,146405371,1.6e+08,50983,1198,65,7.8,572117,0,20,0,38,8
"28",149,242199080,207082995,233914986,2e+08,91434,1291,74,8,578004,0,15,1,47,5
"29",144,158286819,181792031,154985087,1.78e+08,49684,1018,52,7,310209,0,1,0,14,3
"30",119,205525969,171383025,179883016,1.5e+08,40054,991,40,6.6,405777,0,3,0,18,10
"31",104,223910027,106759582,157299717,7.5e+07,21397,1691,64,7.4,501463,0,13,0,26,19
"32",212,41435535,104200810,25052000,6.3e+07,5708,185,47,6.7,38923,0,3,1,5,25
"33",84,20539152,16785391,15417771,12600000,3416,731,32,6.1,95386,0,0,0,3,16
"34",88,126544,1215873,104077,1e+06,4720,205,62,7.3,49315,0,9,0,6,13
"35",101,202221467,176157914,189412677,1.65e+08,4451,722,72,7.7,305140,0,33,1,41,7
"36",99,89296503,160143558,83640426,1.5e+08,16184,563,37,5.8,164004,0,2,0,2,7
"37",123,212916662,199920157,202351611,1.9e+08,32392,1649,63,7,517415,0,3,0,24,6
"38",129,85398660,76600000,70236496,6.3e+07,14421,806,66,6,71359,0,4,0,8,13
"39",104,1406912,6660870,1056102,5e+06,1315,244,43,6.6,19619,0,0,0,3,16
"40",107,27600133,78290360,19389454,5.5e+07,22974,508,73,7.4,57065,1,19,0,46,19
"41",92,7143568,11387689,5018450,8e+06,2687,158,41,5.3,9131,0,0,0,3,19
"42",112,149213383,27336803,65500000,1.2e+07,22479,258,76,7.4,72923,2,11,0,25,34
"43",97,4703825,8538664,4131640,7500000,4091,55,17,3.2,5617,0,0,0,4,11
"44",95,75464824,24654738,58156435,1.9e+07,1266,246,29,5.9,39552,0,0,0,0,15
"45",106,3715516,6212490,3588432,6e+06,18947,242,43,6.7,32705,0,0,0,6,5
"46",118,23246,62124899,22451,6e+07,22447,315,31,6.2,46087,0,0,0,2,5
"47",100,7342146,2248230,6531491,2e+06,34446,662,90,7.2,120408,0,63,4,120,9
"48",98,127051,4392832,101228,3500000,20009,103,56,6.4,7565,0,0,0,0,14
"49",63,29081483,32691530,26687172,3e+07,1002,217,74,7.2,17378,0,2,0,25,8
"50",100,17031995,44139256,11576087,3e+07,2497,423,21,4.2,15194,0,0,0,0,20
"51",153,55743790,156691495,40911830,1.15e+08,15046,606,51,6,59574,0,3,0,4,17
"52",95,22013752,31142827,16964743,2.4e+07,4681,224,52,5.6,24166,0,0,0,8,15
"53",115,44744091,30076074,29753944,2e+07,14275,458,52,6.5,96540,0,2,0,4,21
"54",115,39219406,15531225,37877959,1.5e+07,4896,601,76,7.1,101451,0,11,2,65,5
"55",114,16649891,38928534,12831121,3e+07,679,396,40,7,48135,0,0,0,1,15
"56",113,65252672,17736614,55184721,1.5e+07,6510,141,54,5.7,10436,0,1,0,4,12
"57",121,67528501,22482298,60072596,2e+07,6657,108,43,4.5,8186,0,1,0,5,9
"58",93,6733183,8277086,5694308,7e+06,3128,71,18,2.1,14092,0,1,0,0,12
"59",92,2040038,1215873,1677838,1e+06,1447,242,70,7.7,11630,0,0,0,4,13
"60",129,16091370,59366221,10300000,3.8e+07,16237,126,53,6.6,19119,0,0,0,1,23
"61",109,22272159,21800556,16346122,1.6e+07,2572,274,61,7.2,27083,0,3,0,7,17
"62",131,76920631,157831703,73103784,1.5e+08,18204,773,52,6.4,179742,0,3,0,9,6
"63",109,89728968,48011858,69148997,3.7e+07,6313,313,41,5.5,109638,0,3,0,13,15
"64",82,5896698,4270383,4142507,3e+06,858,129,10,4.4,3727,0,0,0,1,19
"65",107,13555653,3416869,13092000,3300000,26495,1266,88,8.5,523478,3,89,0,136,5
"66",111,14892519,17138302,13034417,1.5e+07,2633,348,68,6.9,58823,0,0,0,8,10
"67",97,7842301,10354150,7574066,1e+07,6322,366,77,6.3,37458,0,1,0,2,5
"68",120,48071952,21351916,33771174,1.5e+07,22383,318,30,6.8,28871,0,1,0,2,19
"69",115,31194944,15531225,30127963,1.5e+07,525,114,41,6.7,13863,0,0,0,0,5
"70",89,183491297,31628387,92823600,1.6e+07,485,387,76,7.6,165278,0,4,1,16,30
"71",87,58191943,18238095,47860214,1.5e+07,2452,620,27,5.1,37866,0,0,0,3,13
"72",117,15242406,21794353,13987482,2e+07,15713,242,35,6.1,64403,0,1,0,0,8
"73",94,44422385,62283456,32095318,4.5e+07,3664,148,37,5.5,13444,0,0,0,0,18
"74",118,15555729,18659654,9170214,1.1e+07,69746,372,73,7.8,186501,0,7,1,5,26
"75",92,6062900,17138302,5306447,1.5e+07,2717,387,45,7.2,64063,0,2,0,0,10
"76",94,12434686,21351916,8735529,1.5e+07,13524,139,20,5.5,8537,0,0,0,3,19
"77",127,260215980,99642276,182805123,7e+07,5838,544,47,6.4,172133,0,5,0,8,19
"78",110,43881653,42704949,41102171,4e+07,13396,259,41,5.7,62218,0,0,0,1,7
"79",87,8955851,71173055,6291602,5e+07,3954,173,41,5.6,8406,0,0,0,1,19
"80",130,221163665,142346109,155370362,1e+08,12890,868,51,6.6,104916,0,5,0,5,19
"81",101,91394345,39847099,80276912,3.5e+07,1026,299,36,6.1,151034,0,2,0,3,11
"82",113,83236883,127823313,55350897,8.5e+07,49631,740,44,7,90388,1,6,0,2,21
"83",105,47945612,26643478,35990505,2e+07,16400,260,41,5.8,52144,0,1,0,0,16
"84",152,357842408,49187960,43650000,6e+06,1802,436,86,7.6,80323,10,18,0,11,58
"85",118,158219938,38931820,150368971,3.7e+07,3425,590,44,7,348798,0,4,0,15,6
"86",80,975619,227698,856942,2e+05,460,301,80,7.1,13656,0,9,0,16,11
"87",88,7673671,1286719,4771000,8e+05,1502,248,83,7.4,28327,0,4,0,14,24
"88",110,18775787,33738062,14469428,2.6e+07,2466,177,33,5.2,11200,0,0,0,0,15
"89",86,455054,16350417,333976,1.2e+07,1373,162,61,6.4,13048,0,0,0,1,17
"90",114,48008292,39847099,42168445,3.5e+07,3565,115,46,5.4,11653,0,0,0,0,11
"91",124,106441481,102190106,78120196,7.5e+07,6181,883,65,7.2,114156,0,3,0,5,17
"92",117,33774271,24831259,28563179,2.1e+07,3681,421,59,6.9,76576,0,0,0,5,12
"93",131,52929742,79031746,43532294,6.5e+07,12088,271,53,7.1,50901,0,0,0,1,13
"94",94,212619062,34942267,121697350,2e+07,4263,237,57,7,124539,0,4,0,5,27
"95",120,63966696,41409271,58700247,3.8e+07,36062,539,52,6.9,101320,0,3,0,13,8
"96",215,122828290,148531955,107503316,1.3e+08,2530,1680,56,7.6,426573,0,11,0,22,10
"97",140,14876457,27242941,13651662,2.5e+07,29692,831,71,8.2,373989,0,6,1,20,8
"98",98,69824702,36827397,66359959,3.5e+07,337,778,59,6.9,199033,0,1,0,10,6
"99",114,195820363,29532530,79568000,1.2e+07,4537,236,77,7.1,77849,0,4,3,11,36
"100",107,658646,11384885,578527,1e+07,988,191,37,5.7,20522,0,0,0,1,11
"101",116,294039897,165672504,234277056,1.32e+08,12758,3142,73,6.5,364617,0,14,3,44,14
"102",146,87050307,71921365,79883359,6.6e+07,46726,876,72,7.2,127924,0,16,6,70,8
"103",103,26565893,29561023,22466994,2.5e+07,33565,285,36,6.3,77521,0,0,0,0,12
"104",110,153205089,85386641,134568845,7.5e+07,25763,1029,64,6.7,323276,0,4,2,20,11
"105",136,58987498,78688043,52474616,7e+07,1579,542,59,6.2,89563,0,0,0,3,9
"106",126,94613083,32366197,43848100,1.5e+07,1607,333,56,7.4,128259,1,9,0,4,32
"107",87,37956664,84176908,36073232,8e+07,1971,179,37,5.2,9625,0,0,0,2,6
"108",86,59508802,72666596,45860039,5.6e+07,14146,338,44,6.2,58099,0,0,0,2,15
"109",153,150006853,35142652,119518352,2.8e+07,1383,1106,72,7.9,201270,1,44,0,46,14
"110",120,21658949,41385432,18317151,3.5e+07,1082,371,63,6.8,59330,0,0,0,4,12
"111",108,22546347,2364882,19067631,2e+06,1981,377,75,7,39558,0,6,0,15,12
"112",94,20208417,3765284,16101109,3e+06,19957,327,30,6.8,80038,0,0,0,0,14
"113",84,4518991,6249076,2892582,4e+06,3559,252,71,7.6,23863,0,2,0,3,23
"114",97,65705178,22908411,43022524,1.5e+07,29252,348,73,7.1,71713,0,2,2,18,22
"115",129,29051382,28576063,25517500,25100000,4264,562,56,6.3,42890,0,1,0,7,11
"116",104,72503765,137450467,47474112,9e+07,5062,265,55,5.4,63494,0,1,0,0,22
"117",106,38678778,48251969,24048000,3e+07,20772,132,39,5.6,24987,0,0,0,1,24
"118",110,5970901,41367497,5773519,4e+07,12876,250,36,6,42406,0,4,0,0,4
"119",100,14739956,15038037,9801782,1e+07,6046,581,31,6.3,41376,0,2,0,3,21
"120",124,97469164,106759582,68473360,7.5e+07,3424,513,48,5.9,52847,0,2,0,3,19
"121",106,77811015,23540936,52885587,1.6e+07,23369,334,50,6.4,37509,0,2,0,5,20
"122",90,82274362,45539542,72266306,4e+07,6775,657,40,6.6,134205,0,2,0,2,11
"123",141,20922596,29845209,16123851,2.3e+07,1618,266,53,6.2,18331,0,2,0,5,15
"124",141,139258690,94117222,100614858,6.8e+07,11458,1401,45,6.9,221744,0,5,1,33,18
"125",92,3164,17081979,2964,1.6e+07,3086,96,57,5.2,8284,0,0,0,0,7
"126",82,41207926,22482298,36658108,2e+07,2898,309,18,3.4,41640,0,0,0,7,9
"127",104,30439084,30076074,20241395,2e+07,5123,517,42,6.1,46011,0,4,0,4,21
"128",100,32007139,32167979,19900000,2e+07,2348,87,27,4.5,18609,0,0,0,0,24
"129",121,94582748,85386641,83077470,7.5e+07,14165,709,56,7.1,201299,0,2,0,11,11
"130",125,124188591,58453975,110476776,5.2e+07,45696,397,34,5.7,101798,0,7,0,12,9
"131",96,28213210,13840768,20384136,1e+07,2402,491,18,4.7,21821,0,1,0,0,18
"132",99,60892058,32059810,58879132,3.1e+07,40312,423,34,6.1,79825,0,1,0,3,4
"133",132,88480164,67775115,70496802,5.4e+07,22417,2567,62,8.2,885770,0,7,0,27,14
"134",106,1462064,320279,1027119,225000,964,111,73,7,2802,0,5,0,4,19
"135",97,30560011,19928455,21468807,1.4e+07,2682,335,16,4.2,14035,0,1,0,0,19
"136",99,57217680,21053252,38048637,1.4e+07,3500,527,35,5.5,51383,0,1,0,0,21
"137",108,95761362,28563837,83813460,2.5e+07,35209,843,83,7.4,287081,0,76,6,158,10
"138",96,334744817,199946862,292979556,1.75e+08,2635,1112,88,8.3,764336,2,74,0,81,10
"139",101,32660772,39847099,28687835,3.5e+07,3612,440,32,6.2,43336,0,1,0,0,11
"140",98,91679978,112411491,81557479,1e+08,25780,642,69,6.8,163285,0,0,1,13,9
"141",83,15347543,35311405,10431220,2.4e+07,4024,237,24,4.1,25559,0,0,0,0,20
"142",111,38265263,18238095,31471430,1.5e+07,313,1107,90,7.6,88905,0,28,2,54,13
"143",83,32654213,1035415,31537320,1e+06,1565,579,59,5.6,54893,0,3,0,6,5
"144",131,176733524,25158432,101157447,14400000,28544,626,85,8.2,311318,4,44,0,45,27
"145",91,10563204,36196560,10214013,3.5e+07,1564,179,32,5.4,26498,0,0,0,1,4
"146",124,71877080,68126737,52752475,5e+07,2583,685,63,6.7,68772,0,3,1,14,17
"147",94,16893561,27250695,12398628,2e+07,2880,152,58,6.2,25004,0,0,0,2,17
"148",92,52331595,39989372,45802315,3.5e+07,2184,333,44,6.6,134786,0,0,0,0,10
"149",102,75771838,60793651,62318875,5e+07,2998,708,36,6.7,172298,0,2,0,6,13
"150",86,52090296,34063369,38230435,2.5e+07,3001,260,69,5.8,30880,0,1,0,7,17
"151",95,7097281,31377368,5654777,2.5e+07,2165,57,19,4.1,5084,0,0,0,0,14
"152",113,58084792,23979130,43601508,1.8e+07,1310,428,52,6.8,40092,0,0,0,0,16
"153",137,119698092,67301974,115603980,6.5e+07,2938,673,59,7.2,121196,0,14,3,29,5
"154",106,135227584,106759582,94999143,7.5e+07,33645,1638,62,7.2,287368,0,2,0,13,19
"155",90,20241105,31612698,16647384,2.6e+07,4431,129,43,5.1,9162,0,1,0,3,13
"156",94,22494825,36476190,18500966,3e+07,15271,988,18,4.4,74130,0,1,0,2,13
"157",113,13828641,4123514,9054736,2700000,787,118,77,7.1,6061,0,8,1,16,22
"158",150,12171309,9883871,6157157,5e+06,3942,257,32,7,22637,0,0,0,0,30
"159",101,127135114,81752084,93307796,6e+07,2636,387,42,6.1,92963,0,2,0,3,17
"160",110,3584511,13661863,3148482,1.2e+07,1540,288,74,7.1,32069,0,3,0,17,11
"161",84,2978426,1527227,1950218,1e+06,21124,156,66,5.6,6294,0,0,0,0,22
"162",90,30776195,8304461,22235901,6e+06,2815,71,35,6.1,4795,0,0,0,7,18
"163",113,377582262,143728744,241688385,9.2e+07,26239,509,68,6.3,154479,0,10,2,15,23
"164",107,231934492,31080304,111936400,1.5e+07,2151,106,53,6,95735,0,4,0,0,31
"165",111,1449741,735654,985341,5e+05,3166,141,71,7.3,3539,0,5,0,7,20
"166",101,72600803,24610442,29500000,1e+07,1954,199,44,6.5,28326,0,1,0,8,36
"167",122,217963035,42124076,191449475,3.7e+07,44060,1885,56,5.2,371285,0,29,0,15,11
"168",102,1886508,3106245,1821983,3e+06,43810,515,55,5.4,36442,0,2,0,7,5
"169",96,87359742,142048533,83024900,1.35e+08,17416,256,58,6.5,68996,0,1,0,13,6
"170",102,1885005,459048,1281176,312000,1986,137,75,6.7,3001,0,10,1,11,20
"171",90,26103541,20438021,19158074,1.5e+07,2661,196,66,6.7,19256,0,1,0,3,17
"172",103,1920966,11295853,1530535,9e+06,1721,163,43,5.7,7992,0,0,0,1,14
"173",106,65439,10679092,58214,9500000,916,246,60,6.9,37069,0,1,0,3,9
"174",121,20833504,22052318,12281500,1.3e+07,23602,582,57,7.9,177312,0,1,0,10,26
"175",141,241948344,190207827,146282411,1.15e+08,4528,445,63,7.2,205705,0,7,1,19,25
"176",110,192258887,42716366,171031347,3.8e+07,25964,1217,80,7.6,264316,0,37,10,153,9
"177",90,59390,2276977,52166,2e+06,89263,68,61,6.7,2887,0,5,0,0,11
"178",121,125708151,104740946,110416702,9.2e+07,23484,885,71,7,333189,0,10,1,43,11
"179",125,193405978,191099534,172051787,1.7e+08,25549,1134,49,6.8,282157,0,10,1,49,9
"180",115,12895903,20426071,12626905,2e+07,27214,320,52,6.3,53737,0,0,0,4,3
"181",96,31258115,20629839,16667084,1.1e+07,3119,380,65,7.1,99974,0,0,0,5,29
"182",95,51940579,190754864,38120554,1.4e+08,26940,344,60,7.1,82172,0,0,1,13,17
"183",154,383971583,212494943,352358779,1.95e+08,2593,1327,42,6.3,349767,0,10,3,39,8
"184",165,254119969,217437145,245428137,2.1e+08,3988,1296,32,5.7,267822,0,5,0,23,5
"185",144,376914762,177366136,318759914,1.5e+08,2333,2178,61,7.1,546594,0,20,3,41,12
"186",103,11312311,1255095,9013113,1e+06,3192,399,66,7.4,37958,0,32,2,23,14
"187",122,105551130,62283456,76261036,4.5e+07,22370,742,69,7.7,335413,1,15,0,22,18
"188",190,176662163,68326132,124107476,4.8e+07,1418,1090,86,7.6,179387,4,69,0,83,19
"189",82,361682059,132417767,245823397,9e+07,21275,706,88,7.9,430254,0,20,1,26,20
"190",74,308484860,48251969,191796233,3e+07,19046,557,95,8.3,714261,0,23,3,17,24
"191",104,85007954,81728824,78009155,7.5e+07,3768,430,59,6.2,117994,0,0,0,3,8
"192",113,223951761,121903596,119412921,6.5e+07,1441,587,57,7.5,262644,0,8,2,14,29
"193",84,27478772,51904711,21176322,4e+07,5039,293,41,4,24910,0,0,0,4,15
"194",110,395371689,33547445,176781728,1.5e+07,13069,561,50,6.9,241593,1,10,0,5,33
"195",102,26172765,12424980,25277561,1.2e+07,5592,254,81,6.4,23792,0,7,0,19,5
"196",116,450106363,55882280,177200000,2.2e+07,14701,288,87,7.4,84382,1,24,0,30,37
"197",130,96611581,196495610,93417865,1.9e+08,5046,940,60,6.5,151325,0,2,0,17,4
"198",95,18766336,15224845,13558739,1.1e+07,2729,196,15,5.3,16070,0,0,0,2,18
"199",120,4311840,1142553,3773863,1e+06,2563,75,19,7,4978,0,0,0,2,10
"200",112,17812610,18149603,16684352,1.7e+07,1205,438,54,6.3,75260,0,1,0,5,7
"201",106,34098058,32167979,21200000,2e+07,3598,221,86,6.8,37444,0,6,0,12,24
"202",94,32386557,106759582,22751979,7.5e+07,15857,508,48,6.6,54602,0,1,0,6,19
"203",98,438184,73067,389804,65000,2530,148,72,6.2,12914,0,5,0,8,9
"204",135,84135351,70302103,53854588,4.5e+07,3648,121,60,6.3,40719,0,0,0,0,23
"205",116,25951732,106573913,19480739,8e+07,43887,580,28,5.6,55597,0,0,0,0,16
"206",95,20817,1124091,15278,825000,1185,174,26,5.5,1861,0,0,0,0,17
"207",93,214382,3202871,200803,3e+06,1467,153,40,5.3,8595,0,0,0,1,7
"208",96,1663092,5020379,1325073,4e+06,1208,205,69,6.6,19434,0,5,0,4,14
"209",114,89237858,70622809,60652036,4.8e+07,3743,710,82,7.1,147098,0,8,0,19,20
"210",112,217134354,178875930,206360018,1.7e+08,59803,1018,54,7,471668,0,3,0,21,6
"211",115,197255395,163457649,181015141,1.5e+08,60059,1254,57,7,603566,0,5,0,30,8
"212",103,58461432,69395542,54758461,6.5e+07,29808,479,31,6.3,159478,0,1,0,6,7
"213",103,35504527,20501217,34290142,19800000,4662,301,44,6.6,61089,0,0,0,1,5
"214",107,106768098,33670763,101470202,3.2e+07,38751,1087,67,6.6,339559,0,10,0,20,6
"215",111,82086098,68553210,71844424,6e+07,679,359,67,7.3,34977,0,7,0,9,10
"216",134,72089567,37366830,67523385,3.5e+07,1050,533,59,6.2,110996,0,2,0,11,7
"217",117,58083784,15371732,49121934,1.3e+07,6554,69,63,6.2,7279,0,0,0,4,12
"218",145,49204418,113876887,34566746,8e+07,1825,477,67,7.3,48332,0,3,0,7,19
"219",104,4550062,6228346,3287435,4500000,12250,194,74,7.1,9004,0,8,0,7,18
"220",100,6127574,1998261,4599680,1500000,2186,671,70,6.8,73097,0,14,1,48,16
"221",91,57948472,27681536,41867960,2e+07,3023,627,30,5.6,70313,0,0,0,3,18
"222",93,23701924,13279286,15171475,8500000,2777,195,33,5.7,22693,0,0,0,1,23
"223",106,67490607,24849959,65182182,2.4e+07,4830,90,38,5.8,17049,0,2,0,4,5
"224",122,97737967,12811485,91547205,1.2e+07,5165,139,51,6.6,38014,0,4,0,13,7
"225",118,3368942,18919055,2849142,1.6e+07,1889,234,63,7.2,25561,0,4,0,0,12
"226",115,852075,11258793,529766,7e+06,14889,196,46,6.8,23620,0,2,0,0,24
"227",93,26954763,8288081,13008928,4e+06,837,505,52,7.3,86147,0,0,0,3,31
"228",89,17295500,23163091,12693621,1.7e+07,4060,352,31,4.8,11436,0,1,0,0,17
"229",107,265397000,34587485,176483808,2.3e+07,4664,782,69,7.1,263607,0,17,0,15,21
"230",158,47556476,29561023,40218903,2.5e+07,533,1505,93,8.1,425286,2,106,0,136,12
"231",111,6600252,18894116,6462576,18500000,824,54,33,5.5,2526,0,0,0,0,3
"232",102,360946,17646573,317040,15500000,30978,96,62,6.8,7241,0,0,0,0,11
"233",115,1256503,34163066,882710,2.4e+07,11433,231,58,6.4,17344,0,3,0,2,19
"234",108,23887349,34154656,20981633,3e+07,2351,762,47,5.9,82641,0,0,0,0,11
"235",121,126157661,99251043,83892374,6.6e+07,4230,439,60,7,91767,0,6,0,10,21
"236",109,29870072,6830931,26236603,6e+06,1582,938,81,7.9,268253,0,57,2,86,11
"237",93,7827737,6038540,3500000,2700000,2319,170,39,5.9,11935,0,0,0,0,33
"238",102,12208135,6405742,11434867,6e+06,51355,346,37,7.1,66350,0,1,0,3,7
"239",106,36852793,8827851,25047631,6e+06,2724,68,52,6.9,7141,0,1,0,7,20
"240",114,30621635,18785061,26896744,16500000,3485,249,27,4.9,18191,0,4,0,4,11
"241",138,139471625,126265362,132550960,1.2e+08,23755,973,60,6.7,372879,0,2,0,11,6
"242",119,69624861,168617236,61937495,1.5e+08,13071,789,43,5.8,94161,1,3,0,9,9
"243",240,122968497,105221135,116866727,1e+08,46057,1744,75,8.2,927079,0,38,5,165,6
"244",102,391532680,49376691,22202612,2800000,2509,746,100,8.1,324526,2,7,0,14,80
"245",92,25997705,3619656,25138292,3500000,1122,877,83,6.8,119911,0,39,0,66,4
"246",85,54338534,34063369,39880476,2.5e+07,2908,71,69,5.3,12837,0,0,1,0,17
"247",98,21182273,51904711,16323969,4e+07,18085,186,24,5.5,48997,0,1,0,0,15
"248",98,81510929,34163066,57262492,2.4e+07,17582,447,47,6.7,97280,0,0,0,5,19
"249",99,159578,10040758,127144,8e+06,9608,59,44,5.5,5304,0,1,0,0,14
"250",90,39642543,18826421,31585300,1.5e+07,2666,353,32,6.1,42329,0,0,0,0,14
"251",102,15650794,27612084,12469811,2.2e+07,13156,472,61,6.6,72145,0,0,0,0,14
"252",103,22623699,5261057,21501098,5e+06,8375,492,68,7.4,126263,0,5,0,30,6
"253",119,8608888,12099419,6047856,8500000,358,444,49,6.7,28856,0,0,0,0,19
"254",90,242845124,30076074,161487252,2e+07,13823,408,41,6.1,129776,0,6,0,6,21
"255",97,41177484,46974216,28927720,3.3e+07,18688,284,22,5.3,23312,0,0,0,1,19
"256",102,36673465,72598413,34350553,6.8e+07,2486,472,36,5.7,110924,0,0,0,2,7
"257",93,13975156,5536307,10097096,4e+06,955,65,18,4.7,5998,0,0,0,0,18
"258",123,10484077,36196560,10137502,3.5e+07,23031,530,70,7.3,100578,0,3,0,17,4
"259",99,2364693,6830931,2077046,6e+06,2748,222,61,7,28361,0,4,0,4,11
"260",104,133467944,32028712,125014030,3e+07,18322,378,43,6.8,162701,0,3,0,14,7
"261",86,601681,3821991,535249,3400000,768,59,40,4.6,3616,0,0,0,0,9
"262",90,7149787,8827851,4859475,6e+06,7103,672,76,7.2,127285,0,3,0,13,20
"263",108,148182285,77857067,114195633,6e+07,7273,2264,44,6.5,211871,0,4,1,21,15
"264",91,1770644,8785422,1712111,8495000,7875,146,38,5,14253,0,0,0,0,4
"265",106,37431153,9650394,23272306,6e+06,20821,1344,77,8.6,832812,2,32,0,15,24
"266",118,23548078,11295853,18761993,9e+06,2944,344,63,6.9,19860,0,5,0,13,14
"267",119,164572304,53943662,76270454,2.5e+07,22767,541,79,7.9,238612,1,10,0,15,32
"268",89,48716385,18280856,42638165,1.6e+07,12183,408,30,4.8,44943,0,0,0,1,10
"269",96,101590389,43417033,88915214,3.8e+07,22436,343,28,6.5,179297,0,3,0,5,10
"270",130,338908371,57127675,296623634,5e+07,64040,1218,44,4.7,235963,0,19,0,24,10
"271",124,337822511,76439814,300523113,6.8e+07,52547,791,58,4.9,198862,0,23,0,34,9
"272",115,312065263,128114846,292298923,1.2e+08,59177,651,52,5.5,200771,0,21,0,14,7
"273",98,68384500,81752084,50189179,6e+07,2018,288,30,5.3,68188,0,2,0,0,17
"274",103,188882795,90228221,125603360,6e+07,3698,1090,90,8.1,763282,0,38,3,65,21
"275",139,14496862,34870965,13303319,3.2e+07,13021,1559,85,6.8,148200,0,111,3,118,8
"276",150,103613307,41592252,92173235,3.7e+07,14296,798,74,7.6,303824,0,9,1,45,9
"277",103,76025192,112411491,67631157,1e+08,55175,695,37,6,193903,0,4,0,2,9
"278",104,3627329,1578317,3447339,1500000,2667,176,61,5.8,32617,0,0,0,0,6
"279",107,72451006,44559586,63411478,3.9e+07,568,448,47,7.1,125404,0,1,0,5,10
"280",96,77235035,109002779,56684819,8e+07,1919,739,42,5.9,109085,0,2,1,3,17
"281",77,64827864,42703833,45542421,3e+07,575,142,53,6.3,14516,0,0,0,4,19
"282",113,101967954,70622809,69304264,4.8e+07,4660,571,72,6.8,77790,0,3,0,2,20
"283",109,35009837,38101554,13782838,1.5e+07,1757,1208,57,8.2,297231,0,0,0,3,37
"284",215,54717044,78197791,36385763,5.2e+07,1937,1604,78,7.6,151415,0,20,7,40,21
"285",83,48040405,19453968,39511038,1.6e+07,26402,562,30,5.9,61031,0,0,0,5,13
"286",88,153431198,415322,30859000,83532,1094,1103,75,7.5,110478,0,1,0,0,45
"287",128,99958455,77857067,77032279,6e+07,16199,747,55,7.3,335911,0,5,0,4,15
"288",96,906326,6207815,766487,5250000,4883,182,50,5,15691,0,0,0,1,12
"289",110,296053,22482298,263365,2e+07,3785,128,43,5.4,6682,0,2,1,3,9
"290",139,119605811,58852341,81292135,4e+07,36810,899,76,7.4,151938,0,10,5,75,20
"291",109,18673484,24913382,13491653,1.8e+07,14995,317,66,6.1,25157,0,1,0,0,18
"292",101,31203704,21358183,27758465,1.9e+07,1292,301,52,6.1,85467,0,1,0,2,9
"293",90,33287094,58588994,24430272,4.3e+07,132,502,32,5.1,49484,0,1,0,4,17
"294",124,161421289,92652362,118471320,6.8e+07,12556,744,45,6.4,92362,0,2,0,4,17
"295",95,39824143,73565426,27067160,5e+07,14706,249,37,5.9,19267,0,1,0,4,20
"296",81,27788,381807,18195,250000,154,15,59,6.2,348,0,0,0,0,22
"297",93,77176626,116785601,59475623,9e+07,13748,576,42,5.2,53025,0,3,0,0,15
"298",89,7645847,666087,5739376,5e+05,24419,440,81,7.7,61518,0,28,0,31,16
