"","duration","gross_adjusted","budget_adjusted","gross","budget","cast_facebook_likes","reviews","Metascore","imdbRating","imdbVotes","OscarWon","OtherWin","OscarNom","OtherNom","oldness"
"595",91,215865896,74429150,130512915,4.5e+07,3244,120,38,4.8,65617,0,6,0,10,25
"596",131,30581836,32028712,28644770,3e+07,3479,373,62,6.2,83863,0,0,0,0,7
"597",137,75399580,43192952,41895491,2.4e+07,12947,254,61,7.6,69177,1,13,0,34,28
"598",103,164732543,40618993,105444419,2.6e+07,3143,167,58,6.2,35428,0,3,1,7,23
"599",154,268611487,71245952,158348400,4.2e+07,14244,198,58,6.8,97362,0,3,2,5,26
"600",82,75941386,45702140,66466372,4e+07,303717,511,30,5.2,82755,0,2,0,0,10
"601",116,105185459,28102873,93571803,2.5e+07,23811,799,79,7.8,299461,2,72,0,116,9
"602",128,3424077,29461918,3254172,2.8e+07,36337,329,49,6.2,33363,0,2,0,3,6
"603",133,129291064,12424980,124868837,1.2e+07,10565,874,69,7.8,289089,0,21,0,14,5
"604",104,75985954,103349206,62494975,8.5e+07,1235,536,45,6,203585,0,1,0,4,13
"605",106,200016135,52594918,144512310,3.8e+07,45327,1175,58,6.7,300784,0,11,0,12,18
"606",116,29017257,85924793,18573791,5.5e+07,24618,139,32,5.8,41427,0,1,0,3,23
"607",103,7608082,21336610,6061759,1.7e+07,1615,617,56,6.3,53533,0,4,0,7,14
"608",125,107847227,85407666,75764085,6e+07,16646,443,42,6.7,92043,0,4,0,6,19
"609",104,60249827,22557055,40064955,1.5e+07,12170,656,61,6.5,98489,0,0,0,8,21
"610",92,35745692,13661863,31397498,1.2e+07,18765,328,36,5.4,46936,0,2,0,3,11
"611",108,509313,7868804,453079,7e+06,2029,133,56,5.9,4344,0,0,0,0,9
"612",130,10917963,45539542,9589875,4e+07,5162,131,58,7.3,17825,0,1,0,3,11
"613",131,40683548,93187348,39292022,9e+07,52610,671,35,6.1,145121,0,2,0,5,5
"614",103,90766594,98221382,85017401,9.2e+07,57881,857,51,6.6,265469,0,4,0,5,7
"615",113,115763119,89929193,102981571,8e+07,46355,1165,45,6.5,292962,0,3,0,5,9
"616",122,94223041,25101895,75072454,2e+07,2759,755,46,6.7,105126,0,4,0,9,14
"617",132,105126447,56947824,101530738,5.5e+07,37605,728,57,7.2,260044,0,1,0,9,5
"618",162,122874688,42181262,78651430,2.7e+07,15912,573,87,7.4,155900,9,53,0,75,23
"619",78,127110197,142346109,89296573,1e+08,2039,438,70,7.3,145429,0,7,1,26,19
"620",109,19158533,17031684,14060950,12500000,14347,222,49,6.9,15248,0,0,0,2,17
"621",107,100746739,62754736,80270227,5e+07,2297,756,33,5.1,69969,0,5,0,14,14
"622",101,35180837,8790593,34017854,8500000,36892,248,56,6.5,63213,0,1,0,8,4
"623",140,63320493,68388840,35183792,3.8e+07,3044,291,62,7.2,73672,0,0,0,3,28
"624",111,52775413,76280236,48430355,7e+07,18510,326,46,5.3,46420,0,0,0,1,8
"625",99,63648596,69395542,59617068,6.5e+07,1375,623,58,6.4,233919,0,1,0,0,7
"626",102,1527497,2068375,1477002,2e+06,11184,240,87,6.9,24135,0,16,0,35,4
"627",109,21212514,8785663,16901126,7e+06,3544,948,53,6.9,81985,0,10,0,5,14
"628",111,65483182,131341558,42877165,8.6e+07,26088,180,53,6.1,50342,0,0,0,1,22
"629",136,93136479,87051963,60984028,5.7e+07,45271,548,60,7.5,284139,0,1,0,5,22
"630",109,151659443,42555556,124732962,3.5e+07,23923,839,62,6.9,315078,0,16,2,50,13
"631",83,56845684,1067624,53245055,1e+06,988,515,18,4.2,32194,0,2,0,3,7
"632",115,90037879,21794353,82624961,2e+07,9578,988,84,7.3,216204,1,66,0,142,8
"633",151,160949296,109428571,132373442,9e+07,45648,2406,85,8.5,985693,4,92,0,134,13
"634",106,19680967,58852341,13376506,4e+07,4327,165,45,6.3,11229,0,3,0,2,20
"635",113,35012324,22482298,31146570,2e+07,1136,423,65,6.9,58823,0,13,0,5,9
"636",104,90354760,91079084,79363785,8e+07,22194,974,40,5.5,148613,0,3,0,5,11
"637",124,242317040,162202223,186739919,1.25e+08,20553,1398,47,6.4,363159,0,5,0,12,15
"638",89,23349168,32691530,21426805,3e+07,843,406,18,4.9,52454,0,0,0,1,8
"639",104,2424336,16350417,1779284,1.2e+07,1292,200,69,7.1,12308,0,2,0,0,17
"640",174,264496320,151984127,217536138,1.25e+08,16008,2260,46,6.6,350983,0,6,0,20,13
"641",103,10375762,35985997,7496522,2.6e+07,12534,294,52,6.8,34262,0,1,0,0,18
"642",166,145146818,170773282,127490802,1.5e+08,13333,1184,70,7.8,506899,3,77,0,155,11
"643",98,83845532,38041565,50693162,2.3e+07,2630,663,71,7.6,147450,0,3,0,6,25
"644",98,196937712,142048533,187165546,1.35e+08,43286,452,55,7.2,166276,0,5,1,44,6
"645",88,18532400,32739605,13019253,2.3e+07,1509,100,37,5.6,4155,0,1,0,0,19
"646",101,43956690,22482298,39103378,2e+07,2609,559,55,6.5,99607,0,0,0,1,9
"647",97,28320242,24317460,23292105,2e+07,3261,454,19,5.3,42055,0,0,0,0,13
"648",88,23148097,47688716,16988996,3.5e+07,8189,118,37,4,4215,0,0,0,4,17
"649",123,61103061,136833109,25900000,5.8e+07,18793,120,68,6.5,13788,0,0,2,6,35
"650",110,22299446,44139256,15156200,3e+07,571,222,56,6,16032,0,0,0,1,20
"651",135,41445609,79930435,31111260,6e+07,1439,615,48,5.5,81904,0,0,0,0,16
"652",101,10982282,4262957,8243880,3200000,3086,372,69,7,29721,0,9,1,25,16
"653",126,25343690,28469222,17804273,2e+07,25660,506,59,7,21345,0,0,2,20,19
"654",122,12970267,28102873,11538204,2.5e+07,21163,334,55,6.9,25257,0,2,0,3,9
"655",134,104489744,40852142,102310175,4e+07,2676,579,65,7.4,160912,0,4,0,13,3
"656",112,144560447,21044227,137387272,2e+07,9049,1318,68,7.5,353274,0,15,0,22,6
"657",154,214538897,34171004,94175854,1.5e+07,2592,269,78,7.8,66420,0,14,11,12,34
"658",119,116955300,30863650,52293982,13800000,11895,174,77,7,63692,1,0,0,10,33
"659",82,7304743,10676237,6842058,1e+07,3818,246,38,6.1,39511,0,0,0,0,7
"660",93,4002586,21352474,3749061,2e+07,30134,232,22,4.9,31440,0,0,0,2,7
"661",119,152356819,74429150,92115211,4.5e+07,4043,133,65,6.7,50581,0,3,1,3,25
"662",108,62160,8534644,49526,6800000,2119,203,41,7,16805,0,0,0,1,14
"663",134,74791426,136249868,57637485,1.05e+08,17159,873,38,6.7,195890,0,0,0,5,15
"664",113,117339188,174237810,104383624,1.55e+08,764,455,53,6.3,118847,0,0,0,16,9
"665",118,40358614,56665318,37035845,5.2e+07,28045,364,39,6.3,145795,0,0,0,1,8
"666",109,87231066,46974216,61280963,3.3e+07,2474,902,40,6.3,85454,0,6,1,23,19
"667",93,18685885,37652842,14888028,3e+07,2178,402,30,5.1,30883,0,0,0,0,14
"668",82,133812733,145206957,100446895,1.09e+08,2762,565,19,3.8,40379,0,7,0,20,16
"669",99,52078,263053,49494,250000,2862,249,36,3.9,9232,0,2,0,2,6
"670",85,92773493,101424253,86897182,9.5e+07,9271,432,50,6.1,113741,0,2,0,4,7
"671",94,54580705,13678748,51872378,1.3e+07,2812,551,51,6.7,97661,0,1,0,11,6
"672",95,44886780,32028712,42043633,3e+07,29551,1620,72,7,312190,0,20,0,33,7
"673",120,31074,16869031,23947,1.3e+07,12755,1285,30,7.7,395325,0,1,0,8,15
"674",97,110501534,53209841,93452056,4.5e+07,14868,517,42,7.4,202296,0,3,0,4,12
"675",93,487221,13321739,365734,1e+07,883,341,51,5,12298,0,1,0,3,16
"676",93,1065292,11824409,900926,1e+07,3307,97,32,5.3,9877,0,1,0,0,12
"677",98,16480621,40210,10246600,25000,388,72,73,6.6,6609,0,4,0,0,24
"678",118,47567636,110448336,37899638,8.8e+07,27114,725,51,5.9,105255,0,4,0,5,14
"679",114,4007055,22769771,3519627,2e+07,3014,287,55,6.8,44532,0,0,0,3,11
"680",106,38003163,8304461,27457409,6e+06,6419,95,50,6.4,3543,0,1,0,8,18
"681",94,2483737,1423461,1744858,1e+06,3085,171,51,7,6423,0,1,0,0,19
"682",135,114132821,56293963,70960517,3.5e+07,27237,261,66,7.6,60211,0,6,1,14,24
"683",106,144303621,63225397,118683135,5.2e+07,8315,666,45,5.8,110347,0,2,0,5,13
"684",101,7092,960861,6643,9e+05,4184,101,43,6.4,13029,0,0,0,2,7
"685",91,36595301,4136750,35385560,4e+06,4807,280,30,4.7,32159,0,1,0,6,4
"686",97,36556709,10213035,35794166,1e+07,4687,314,42,6,58545,0,0,0,6,3
"687",96,52606990,62124899,50807639,6e+07,3151,341,61,6.8,47607,0,8,1,59,5
"688",115,17190490,18280856,15045676,1.6e+07,2466,663,47,5.6,81301,0,0,0,6,10
"689",115,268576187,130068500,227137090,1.1e+08,17369,1149,85,8,548344,3,26,0,39,12
"690",108,228444483,97321334,176049130,7.5e+07,14161,1045,73,7.8,385133,0,5,0,21,15
"691",135,120818316,133452965,113165635,1.25e+08,12175,940,61,6.7,253136,0,1,0,11,7
"692",119,165505678,81752084,121468960,6e+07,13249,1098,68,7.9,449228,0,3,0,5,17
"693",110,75384526,44964596,67061228,4e+07,21554,296,22,5.5,105608,0,4,0,5,9
"694",99,64377619,29617803,63034755,2.9e+07,23562,250,40,5.4,33028,0,0,0,3,3
"695",138,11733233,9140428,10269307,8e+06,17524,279,24,6.3,56318,0,0,0,0,10
"696",131,22604819,19992016,21483154,1.9e+07,1985,488,53,7.6,111539,0,8,1,14,6
"697",95,51926702,51770749,50150619,5e+07,19513,258,67,7.3,54655,0,3,0,28,5
"698",118,106591618,89929193,94822707,8e+07,44797,885,53,6.9,251509,0,3,0,16,9
"699",118,97824494,70622809,66488090,4.8e+07,29748,472,45,6.7,132284,0,1,0,3,20
"700",129,213052993,43677833,121945720,2.5e+07,2551,174,39,6.2,100225,0,11,2,20,27
"701",148,161231845,80318447,54200000,2.7e+07,2566,444,60,7.9,156769,0,1,0,0,39
"702",129,292436997,33134051,255950375,2.9e+07,3389,681,53,7.7,247723,1,7,0,30,10
"703",81,206763155,88279,140530114,60000,399,3760,81,6.4,205795,0,18,0,23,20
"704",100,7850476,44678424,7204138,4.1e+07,2085,233,53,6.2,37731,0,1,0,0,8
"705",89,22921827,36827397,21784432,3.5e+07,74181,241,28,5.6,41573,0,0,0,2,6
"706",130,72636487,28957248,70235322,2.8e+07,57308,800,81,7.8,272685,1,37,0,79,4
"707",117,26225078,22557055,17439163,1.5e+07,47728,1277,69,8.2,607582,0,4,0,17,21
"708",91,40681148,19549448,27052167,1.3e+07,3353,225,31,6.1,25994,0,0,0,0,21
"709",88,8397396,64880889,6471394,5e+07,11972,168,42,4.9,16604,0,0,0,0,15
"710",172,297286564,26397538,23650000,2100000,1941,332,92,8.1,45752,7,14,0,2,73
"711",118,27709033,26920789,26761283,2.6e+07,3197,184,29,6.7,53213,0,0,0,0,5
"712",123,74173203,17887593,70492685,1.7e+07,5306,120,59,6.7,12535,0,3,0,15,6
"713",120,50134683,13241777,34074895,9e+06,5420,111,61,6.7,7241,0,7,0,11,20
"714",75,70097261,40123810,57651794,3.3e+07,13125,299,25,5.6,43572,0,0,0,7,13
"715",98,561984,2076115,406035,1500000,33441,243,75,7.2,33055,0,6,0,10,18
"716",91,1044297,22884071,958319,2.1e+07,34705,424,60,6.7,43247,0,2,0,5,8
"717",119,56623288,71173055,39778599,5e+07,29461,666,43,6.6,195454,0,0,0,7,19
"718",79,372052,1332174,279282,1e+06,2489,78,33,6.1,3932,0,0,0,0,16
"719",105,896089,1912701,609042,1300000,3475,52,53,6.5,459,0,5,0,0,20
"720",98,41293361,13625347,30306281,1e+07,1917,239,48,5.6,13174,0,0,0,0,17
"721",112,893996,1882642,712294,1500000,859,143,59,6.7,9911,0,3,0,6,14
"722",104,42133223,39344022,37481242,3.5e+07,3356,245,34,5.3,43917,0,0,0,2,9
"723",170,133147039,142737957,102608827,1.1e+08,34582,1066,77,7.5,289263,5,81,0,130,15
"724",109,15676176,50024490,10654581,3.4e+07,52621,367,37,5.3,48533,0,0,0,1,20
"725",104,13370275,15806349,10996440,1.3e+07,27806,241,55,6.3,20779,0,0,0,0,13
"726",160,4617410,35473227,3904982,3e+07,22516,688,68,7.5,149144,0,25,2,65,12
"727",116,42987251,56938444,30199105,4e+07,3753,277,30,5.7,26427,0,2,0,9,19
"728",83,5264237,18149603,4930798,1.7e+07,730,253,18,4.1,17362,0,0,0,1,7
"729",134,31664747,7636137,20733485,5e+06,428,252,83,7.2,12064,0,13,1,7,22
"730",88,34206349,60793651,28133159,5e+07,33822,175,59,5.9,32476,0,1,0,4,13
"731",84,77179207,30449689,55762229,2.2e+07,1203,207,43,4.8,50966,0,0,0,5,18
"732",97,109509440,74555159,107225164,7.3e+07,24350,267,43,6.3,62137,0,1,0,7,3
"733",90,80646417,23846800,64255243,1.9e+07,120797,738,33,6,93242,0,2,0,4,14
"734",114,104545932,99720735,6.5e+07,6.2e+07,2668,289,67,6.8,45924,0,0,1,9,24
"735",105,40014249,22482298,35596227,2e+07,1454,796,61,6.3,83919,0,0,0,3,9
"736",142,210038000,207082995,202853933,2e+08,28631,1562,53,6.7,359323,0,3,0,29,5
"737",137,29074894,138845103,22406362,1.07e+08,5780,373,47,6,17805,0,0,0,1,15
"738",139,54282630,50889965,3.2e+07,3e+07,1068,206,83,7.2,40009,1,14,0,30,26
"739",112,43930394,25854686,42478175,2.5e+07,15327,423,51,7.2,124223,0,1,0,9,4
"740",107,84522901,147111884,77564037,1.35e+08,4631,887,68,7.4,191039,0,22,1,60,8
"741",93,49171525,62754736,39177541,5e+07,14899,243,38,3.5,23287,0,1,0,10,14
"742",92,37010857,108183043,26000610,7.6e+07,28050,246,36,4.2,17620,0,2,0,6,19
"743",95,6010280,136253474,4411102,1e+08,6161,230,12,3.8,21358,0,1,0,12,17
"744",104,40159737,75017598,21413502,4e+07,2795,161,24,6.3,15262,0,5,0,3,29
"745",73,17117877,25012245,11634458,1.7e+07,2020,81,59,5.9,2340,0,1,0,0,20
"746",106,68056480,54703826,62453315,50200000,14607,820,60,7.1,215588,0,1,0,9,8
"747",99,204270709,68388840,113502246,3.8e+07,3696,180,57,6.9,107133,0,5,1,20,28
"748",171,107184650,137385806,54222000,69500000,4074,462,62,7.6,142828,1,8,0,15,30
"749",123,49171614,116723810,34543701,8.2e+07,5839,459,49,5.9,105534,0,0,0,8,19
"750",112,35656752,38809535,34912982,3.8e+07,19974,460,33,5.2,80530,0,0,0,1,3
"751",133,137110913,32632463,109243478,2.6e+07,8341,763,73,7.1,339772,0,10,0,19,14
"752",102,48104120,125061224,32694788,8.5e+07,1815,631,42,6.6,106592,0,2,0,2,20
"753",116,39428507,74733660,36931089,7e+07,16484,355,31,5.6,77298,0,5,0,10,7
"754",149,40321870,40618993,25809813,2.6e+07,28713,287,71,6.9,54059,0,3,1,7,23
"755",94,26971610,8283320,26049082,8e+06,1024,264,36,6.2,85899,0,1,0,2,5
"756",92,31116385,8158116,24792061,6500000,25092,562,71,7.6,200362,0,12,0,30,14
"757",110,862797,52594918,623374,3.8e+07,2120,98,29,5.2,4961,0,0,0,0,18
"758",126,92799742,160299050,89732035,1.55e+08,38873,1341,38,6.5,217370,0,0,0,8,4
"759",101,197630941,129426872,190871240,1.25e+08,2690,839,31,5.8,183835,0,1,0,10,5
"760",95,17021821,6473239,7888703,3e+06,1389,94,8,3.2,9022,0,0,0,0,32
"761",125,84035484,70324745,81257500,6.8e+07,30010,509,48,6.3,148851,0,3,0,4,4
"762",112,233413164,53381186,218628680,5e+07,21773,1080,62,7,510898,0,13,1,27,7
"763",142,57852265,93252174,43426961,7e+07,16580,483,48,6.6,100617,0,0,0,2,16
"764",98,42529208,38928534,32774834,3e+07,2609,933,64,7.2,144668,0,1,0,11,15
"765",53,324770,1182441,274661,1e+06,313,124,82,7.6,12415,1,10,0,4,12
"766",88,788666,290,592014,218,78,186,87,7.2,5906,0,9,0,12,16
"767",97,125344512,108722581,63408614,5.5e+07,14432,194,41,6.4,82902,0,0,0,3,30
"768",100,87511364,20708300,84518155,2e+07,2654,292,39,4.9,40905,0,1,0,7,5
"769",122,180208646,88758730,148213377,7.3e+07,12410,601,66,6.6,142715,0,8,0,9,13
"770",120,8504034,34276605,7443007,3e+07,1500,281,55,6.7,26126,0,0,0,8,10
"771",107,64911701,22482298,57744720,2e+07,31529,251,45,6.2,50497,0,2,0,6,9
"772",118,42194718,36476190,34703228,3e+07,3797,228,55,6.7,22988,0,1,0,6,13
"773",121,1885178,5448588,1729969,5e+06,1520,578,85,7.4,77558,0,42,0,36,8
"774",97,7545086,25063506,6923891,2.3e+07,5519,219,42,6.3,46619,0,0,0,1,8
"775",78,4102503,213519,2882062,150000,1144,192,71,6.2,5309,0,3,0,4,19
"776",128,63778000,62754736,50815288,5e+07,14747,983,76,7,116146,1,13,0,28,14
"777",124,3508736,23908260,3081925,2.1e+07,24732,519,67,7.5,65582,0,8,0,28,11
"778",108,13837030,19510275,11702090,16500000,2785,122,45,6.3,40773,0,0,0,0,12
"779",99,96571147,110726143,69772969,8e+07,25942,709,32,6.5,163445,0,5,0,8,18
"780",96,7039462,312454,4505922,2e+05,4230,329,71,7.3,67970,0,3,0,3,23
"781",120,18539557,23908260,16284360,2.1e+07,6212,210,47,6.1,15960,0,0,0,1,11
"782",85,38919342,11581545,28563926,8500000,3819,303,29,5,17282,0,0,0,0,17
"783",119,34848514,55363072,25178165,4e+07,29484,368,27,6.7,76188,0,0,0,3,18
"784",108,173333593,51776320,127214072,3.8e+07,4251,489,45,6.2,90651,0,3,0,6,17
"785",99,11305578,35035680,8712564,2.7e+07,1721,240,37,5.9,17345,0,0,0,0,15
"786",90,115461,4570214,101055,4e+06,1951,433,43,4.9,18555,0,0,0,2,10
"787",89,44036775,91404280,38542418,8e+07,18132,510,45,6.3,158744,0,0,0,0,10
"788",85,69607569,118244091,58867694,1e+08,25590,266,64,6.7,58776,0,2,1,17,12
"789",85,41551,6830931,36497,6e+06,14599,63,16,4.7,7753,0,0,0,0,11
"790",81,45064681,20598319,30628981,1.4e+07,10792,203,42,5,15915,0,0,0,2,20
"791",91,20240005,92524971,14218868,6.5e+07,1262,382,19,4.8,15452,0,0,0,0,19
"792",116,321868738,160636893,108200000,5.4e+07,2908,390,87,6.8,84493,0,3,0,6,39
"793",188,504593874,206773006,134218018,5.5e+07,12940,666,86,7.3,138721,0,16,3,18,41
"794",82,29454787,39847099,25871834,3.5e+07,3266,294,33,4.5,56368,0,1,0,0,11
"795",119,143623087,23648818,121463226,2e+07,17584,811,76,7.6,457553,0,11,0,24,12
"796",100,25589246,1660892,18488314,1200000,2893,433,48,7.1,82377,0,1,0,0,18
"797",100,14960713,84345,11529368,65000,0,597,73,7.2,91832,0,7,1,11,15
"798",112,138367084,54485883,126975169,5e+07,3388,1388,72,7,307322,0,11,0,68,8
"799",96,362141,2810287,322157,2500000,4590,441,50,6.8,66832,0,1,0,0,9
"800",141,4175292,7630195,3064356,5600000,2584,149,69,6.9,3535,0,7,0,3,17
"801",91,13724602,9107908,12055108,8e+06,2528,329,61,6.9,64208,0,2,0,6,11
"802",142,28372393,32368788,19283782,2.2e+07,5386,439,67,6.6,32737,0,0,0,6,20
"803",108,27257857,47058611,19693891,3.4e+07,3344,157,21,5,13748,0,0,0,1,18
"804",123,164518911,178728120,161087183,1.75e+08,11287,1389,40,6.1,464909,1,16,0,37,3
"805",128,39645798,89356848,36381716,8.2e+07,7067,1353,33,6.1,210547,0,1,0,10,8
"806",118,45065203,73269565,33828318,5.5e+07,14036,277,62,5.8,46906,0,0,0,2,16
"807",77,88205204,163504169,64736114,1.2e+08,2682,140,66,5.4,41398,0,1,0,4,17
"808",117,230019098,26965897,85300000,1e+07,27378,186,68,6.9,53995,0,0,0,0,38
"809",109,30073914,22769771,26415649,2e+07,33878,379,55,6.8,99325,0,0,0,1,11
"810",110,11250726,27242941,10324441,2.5e+07,11431,330,45,5.8,29162,0,0,0,2,8
"811",113,48802439,46203175,40137776,3.8e+07,8362,782,67,7.6,199371,0,3,0,14,13
"812",87,7472307,22769771,6563357,2e+07,4218,178,12,5.3,19554,0,0,0,0,11
"813",167,166534445,28957248,161029270,2.8e+07,2702,680,72,7.9,152089,0,27,1,40,4
"814",112,12422902,28462214,10911750,2.5e+07,43560,242,61,6.5,18520,0,2,0,5,11
"815",129,192725,13961530,186354,13500000,26176,104,30,5,2634,0,0,0,2,4
"816",105,2018937,24730528,1796024,2.2e+07,37766,273,58,5.4,37032,0,0,0,0,9
"817",109,72550106,16554173,61356221,1.4e+07,3544,248,44,5.3,20427,0,0,0,9,12
"818",91,163288,2043802,119841,1500000,3901,86,36,6.5,2495,0,0,0,0,17
"819",96,195509,37366830,183125,3.5e+07,14978,184,43,5.5,39660,0,0,0,0,7
"820",99,31093291,17655702,21133087,1.2e+07,1254,538,67,7,66567,0,3,0,0,20
"821",101,19317116,5177075,18656400,5e+06,19673,504,72,7.5,105816,1,30,0,32,5
"822",103,73626827,42667947,50041732,2.9e+07,3004,529,28,6.2,57792,0,0,0,6,20
"823",124,136892493,75190184,91030827,5e+07,9988,317,58,6.7,51391,0,8,0,6,21
"824",99,37428039,35231583,35057332,3.3e+07,4863,193,43,6.5,49022,0,0,0,1,7
"825",107,47646195,33723447,42385520,3e+07,4059,224,45,6.2,50791,0,0,0,2,9
"826",98,66039334,26185237,58006147,2.3e+07,816,205,50,6.3,72891,0,2,0,3,11
"827",104,79358828,14590476,65269010,1.2e+07,21380,378,48,6.5,99185,0,1,0,3,13
"828",106,114382570,74001756,100468793,6.5e+07,11264,450,51,6.9,231870,0,3,0,2,11
"829",121,39792045,169437788,31704416,1.35e+08,2705,533,35,5,47631,0,0,0,2,14
"830",85,19039423,34063369,13973532,2.5e+07,3065,144,25,5.1,11589,0,1,0,0,17
"831",75,28060275,10942857,23078294,9e+06,3590,393,24,5.1,27285,0,0,0,0,13
"832",101,114450181,77857067,88200225,6e+07,3943,481,55,6.1,126479,0,3,0,10,15
"833",129,83539439,160358879,54700065,1.05e+08,2031,1241,51,7.2,238854,0,2,1,15,22
"834",140,477265527,141825704,380262555,1.13e+08,44042,3645,68,7.6,591581,0,25,1,56,14
"835",142,423306275,156691495,310675583,1.15e+08,42990,3800,54,6.6,531017,0,16,1,58,17
"836",143,277870193,118170799,82300000,3.5e+07,16007,539,48,6.4,69916,0,4,3,16,40
"837",116,58752333,81752084,43119879,6e+07,31224,1014,51,6.4,63652,0,1,0,4,17
"838",103,105443061,87220613,70117571,5.8e+07,6207,675,64,6.4,61393,0,3,0,8,21
"839",118,125154878,57889339,75668868,3.5e+07,6427,347,55,6.6,66086,0,2,0,4,25
"840",111,143730349,70302103,92001027,4.5e+07,6315,429,71,7.6,104727,0,8,1,20,23
"841",110,134778199,53991189,74888996,3e+07,16230,300,65,7.2,60903,0,2,2,5,28
"842",107,109137800,54954323,55210049,27800000,14710,391,43,5.4,48315,0,4,0,3,30
"843",119,245373019,55912409,109713132,2.5e+07,15449,325,67,7.3,67795,0,4,4,13,33
"844",105,180242233,40106256,76400000,1.7e+07,14762,302,55,6.7,64491,0,1,0,7,35
"845",116,200414176,27941140,78900000,1.1e+07,16539,507,71,7.7,99281,0,3,0,9,37
"846",127,294440720,171383025,257704099,1.5e+08,39284,2077,82,8,538561,1,23,0,92,10
"847",89,116940611,17891971,52287414,8e+06,644,683,75,8.1,306963,0,4,1,11,33
"848",98,20761,730675,18469,650000,1038,356,66,6.5,37299,0,2,0,11,9
"849",102,45697934,13460395,44134898,1.3e+07,20330,446,64,7.3,84238,0,6,0,21,5
"850",100,116592599,51776320,85570368,3.8e+07,18291,210,66,5.1,50390,0,3,0,3,17
"851",88,155974468,48442688,112692062,3.5e+07,4499,327,71,5.4,92485,0,2,0,10,18
"852",81,42034470,28120841,26906039,1.8e+07,2653,103,25,5.3,32071,0,0,0,0,23
"853",94,15078875,5338119,14123773,5e+06,12306,1005,63,5.3,118315,0,11,0,32,7
"854",128,46526210,20683748,44988180,2e+07,1058,883,93,8.1,307601,2,119,0,138,4
"855",111,164671569,18873532,69800000,8e+06,15361,142,71,6.2,59260,0,2,1,8,35
"856",83,99758403,109002779,73215310,8e+07,14261,322,52,7.1,51716,0,10,1,21,17
"857",121,550063961,189392329,403706375,1.39e+08,40484,2303,73,7.3,595840,0,15,2,58,17
"858",134,55605197,112785276,36976367,7.5e+07,1044,382,35,6.1,88654,0,0,0,3,21
"859",135,50013052,136618626,43929341,1.2e+08,902,698,37,6,61531,0,0,0,1,11
"860",116,200542141,41349528,121248145,2.5e+07,20966,487,78,7.2,284294,2,16,0,19,25
"861",108,96591513,56293963,60054449,3.5e+07,1715,237,49,5.8,65543,0,3,0,6,24
"862",81,7766,1215873,6387,1e+06,2694,93,57,6.9,5012,0,1,0,3,13
"863",98,83947658,61089097,54967359,4e+07,7039,279,34,5.2,57015,0,1,0,5,22
"864",116,26047317,18149603,24397469,1.7e+07,5804,130,54,5.7,5392,0,0,0,7,7
"865",131,54557459,103809423,42044321,8e+07,12522,466,48,6.4,69981,0,5,0,14,15
"866",96,82252180,48980845,38119483,22700000,2936,376,46,7.1,149649,0,1,0,0,32
"867",88,141297234,124981517,90443603,8e+07,15001,169,59,6.3,128839,0,5,0,7,23
"868",130,128757811,92524971,90454043,6.5e+07,17771,495,73,6.4,64693,0,4,1,7,19
"869",81,34275300,42124076,30105968,3.7e+07,2268,130,36,4.5,9517,0,0,0,1,11
"870",124,54210969,31025623,52418902,3e+07,16881,582,57,7.4,182414,0,0,0,1,4
"871",93,59604180,34870965,54696902,3.2e+07,16034,1093,74,7.5,422657,0,1,0,8,8
"872",84,4291538,19377075,3100650,1.4e+07,417,245,20,3.9,7479,0,0,0,0,18
"873",106,47787850,19614918,43853424,1.8e+07,5024,224,53,7.1,39017,0,1,0,12,8
"874",92,18065709,20761885,13922211,1.6e+07,3935,225,33,4.4,19455,0,0,0,1,15
"875",115,66419207,11454206,43490057,7500000,4737,64,68,7,5898,0,6,0,12,22
"876",101,13660606,18280856,11956207,1.6e+07,3142,293,24,5.1,25556,0,0,0,2,10
"877",93,13896173,16350417,10198766,1.2e+07,2393,158,25,5.4,12642,0,1,0,0,17
"878",109,4342886,2562230,3050934,1800000,2187,117,63,7.2,2954,0,5,0,5,19
"879",94,21349972,105427957,17010646,8.4e+07,1195,317,20,2.2,45476,0,7,0,12,14
"880",170,61810315,22779129,59696176,2.2e+07,775,235,37,5.7,16734,0,2,0,0,5
"881",97,1987903,7868804,1768416,7e+06,684,499,67,6.3,38676,0,4,0,7,9
"882",128,165976827,106573913,124590960,8e+07,22679,547,66,6.7,98329,0,7,1,12,16
"883",112,42527524,38140118,39026186,3.5e+07,2371,281,36,5.9,51790,0,0,0,5,8
"884",97,37837937,31833766,27338033,2.3e+07,20798,259,32,6.1,21360,0,0,0,0,18
"885",120,210584192,24291712,2.5e+07,2883848,527,531,97,8.3,198444,1,9,0,13,60
"886",90,4982159,17138302,4360548,1.5e+07,2661,176,69,6.4,14276,0,2,0,3,10
"887",132,165601053,181496032,155111815,1.7e+08,72881,1126,57,6.1,246994,0,13,2,31,7
"888",127,21154993,52967107,14378353,3.6e+07,2393,289,44,6.8,12741,0,5,1,9,20
"889",89,85419485,18504994,60008303,1.3e+07,2241,133,34,5,10140,0,0,0,4,19
"890",112,45159960,15783170,42919096,1.5e+07,15800,360,51,6.5,70705,0,0,0,1,6
"891",98,83589513,103762454,55585389,6.9e+07,15269,358,52,6,67876,0,1,0,2,21
"892",90,407895,58852,277233,40000,20814,47,44,7.6,2631,0,2,0,0,20
